quote,text,tweet_type,date
other,Teaching the Controversy - #JamesBaldwin & #RichardWright in the #Ferguson Era http://t.co/RbX0hgS7kv via @tnr #BlackLivesMatter,original,2015-05-26 11:47:03+00:00
other,"""Teaching the Controversy James Baldwin & Richard Wright in the #Ferguson Era"" http://t.co/FvW5nr4Zp1 #literature #education #race",original,2015-05-28 13:22:04+00:00
other,#RapOnRace #MargaretMead & #JamesBaldwin historic conversation. http://t.co/C0zNlwLseo. #BlackLivesMatter #Women via @JosephPIllidge,original,2015-03-27 04:20:46+00:00
other,#JamesBaldwin The Fire This Time - #BlackLivesMatter #ICantBreathe http://t.co/jnvlCH72OG via @newyorker,original,2015-01-05 19:56:58+00:00
other,#JamesBaldwin and #BlackLivesMatter - The Fire This Time http://t.co/jnvlCH72OG via @newyorker,original,2015-01-02 23:21:04+00:00
other,"#JamesBaldwin, a Guide in Dark Times #BlackLivesMatter #Racism http://t.co/MrBbG2Pox9",original,2015-01-22 18:24:11+00:00
other,#LGBTResponse: #Ferguson Decision http://t.co/CFFuH9wEWO @TheAdvocateMag @LGBTWeekly @NAACP #jamesbaldwin #StLouis @sunnivie,original,2014-11-25 23:10:40+00:00
other,#Ferguson and #Blacklivesmatter James Baldwin’s Words Resonate More Than 25 Years After His Death | Neon Tommy http://t.co/XszI3UspcR,original,2014-12-04 15:57:51+00:00
other,"""@UChicagoPress: Flash editorial from @rhizome on #ferguson via James Baldwin, Isaac Julien http://t.co/a5Uo2pZcsZ""",original,2014-08-14 16:38:32+00:00
other,What Would James Baldwin Say About Ferguson? http://t.co/fYBRX3UBXP #BlackLivesMatter,original,2015-01-08 06:51:40+00:00
other,MTV Taps James Baldwin To Address #Ferguson At #VMAs http://t.co/lnZxkrRbiw via @2paragraphs,original,2014-08-25 02:11:10+00:00
other,James Baldwin in 1966 on the inescapable results of living under occupation: http://t.co/hWjNQ5H8KD  #Baltimore #BlackLivesMatter,original,2015-04-28 03:56:54+00:00
other,"James Baldwin’s Afro-Optimism Thursday, March 19th at CUNY http://t.co/rjpTAZhhxw #BlackLivesMatter #Baldwin",original,2015-03-19 19:12:25+00:00
other,Time to revisit Baldwin.  #democracy #blacklivesmatter #freddiegray #baltimore #jamesbaldwin #essays… https://t.co/U0h8jfnH7B,original,2015-04-28 21:52:37+00:00
other,"“@Okwonga: My article on #Ferguson and #MikeBrown, with an important quote from James Baldwin.  http://t.co/3TMDCryzLr”  &lt;- This",original,2014-11-25 10:43:19+00:00
other,The rest of the James Baldwin quote and a thoughtful article about Mike Brown is here: http://t.co/V54t6kyF1f,original,2014-11-25 16:19:53+00:00
other,.@BulldogShadow powerful #JamesBaldwin quote. Resonates indeed. #BlackLivesMatter #ferguson http://t.co/e2xERKuEbO @JessicaTalks @neontommy,original,2015-03-14 03:58:48+00:00
other,5 James Baldwin Quotes That Foreshadowed #Ferguson... http://t.co/vea0TwLta3,original,2014-11-28 04:55:21+00:00
other,5 James Baldwin Quotes That Foreshadowed #Ferguson http://t.co/bjJYGF9AG5,original,2014-11-28 14:30:46+00:00
other,#JamesBaldwin Quotes That Foreshadowed #Ferguson | http://t.co/o6HOYpBVAB http://t.co/PcVbJjQkdA,original,2014-11-28 17:27:34+00:00
other,James Baldwin quote at the end is just IT. Michael Brown jury: putting a value on a black life in US http://t.co/fcVy75z5G4 via @guardian,original,2014-10-10 14:31:44+00:00
other,25 Powerful Quotes From James Baldwin To Feed Your Soul http://t.co/DI3KW50JYM #ferguson,original,2014-11-27 01:03:14+00:00
other,5 James Baldwin Quotes That Foreshadowed Ferguson | http://t.co/5PBy39OCDv #Ferguson #MikeBrown #US #racism,original,2014-11-28 13:06:23+00:00
other,#Encore: 5 #JamesBaldwin Quotes That Foreshadowed #Ferguson | http://t.co/ljHL9r3fTP: http://t.co/tgPLNCLteP #BlackLivesMatter,original,2014-12-04 03:56:18+00:00
other,Beautiful #quotes of #JamesBaldwin via @SuchanAfroholic blog: http://t.co/Rb1EJuvEU0 #BlackLivesMatter,original,2014-11-25 18:26:36+00:00
other,"A Movement Grows in #Ferguson: A must read, with a great James Baldwin quote. http://t.co/XB6zwNL63m via @newyorker #JusticeForMikeBrown",original,2014-08-18 01:02:44+00:00
other,5 #JamesBaldwin Quotes That Foreshadowed #Ferguson #gay #literature #queer #politics | http://t.co/Eidd2zUOPU: http://t.co/yflg70E7MJ,original,2014-11-27 00:50:10+00:00
other,Many touched by #Ferguson assert #BlackLivesMatter & many quote James Baldwin. @JessicaTalks makes the connection http://t.co/slZtqDBhKG,original,2014-12-02 20:43:54+00:00
other,This week marked the anniversary of #JamesBaldwin’s death:indispensable quotes on #race in America http://t.co/6xkV9p50zE #BlackLivesMatter,original,2014-12-07 23:03:33+00:00
other,Quoting #JamesBaldwin on @CharlesMBlow: The Perfect-Victim Pitfall http://t.co/W5hfKaguaK via @nytimes #BlackLivesMatter #EricGarner,original,2014-12-04 18:34:33+00:00
other,#JamesBaldwin quotes on #Ferguson and #Blacklivesmatter threads show how past and present struggles connect http://t.co/nqYkxTulze,original,2014-12-02 17:30:47+00:00
other,5 James Baldwin Quotes That Foreshadowed #Ferguson http://t.co/XJWJIiBbyp #BlackLivesMatter,original,2014-11-27 02:24:21+00:00
other,"RT @Okwonga: My article on #Ferguson and #MikeBrown, with an important quote from James Baldwin.  http://t.co/IyZQ0F7ML8",original,2014-11-25 10:54:38+00:00
other,"My article on #Ferguson and #MikeBrown, with an important quote from James Baldwin. If of interest, please share.  http://t.co/D177eoslaK",original,2014-11-25 10:22:22+00:00
other,5 James Baldwin Quotes That Foreshadowed #Ferguson http://t.co/KZq2iaPkh2 #BlackLivesMatter,original,2014-11-27 02:03:17+00:00
other,"H/T quote via @garyyounge from this all-too-pertinent @thenation article by James Baldwin, 1966: http://t.co/zzSHoufuak #Ferguson",original,2014-08-14 06:56:21+00:00
other,Word. RT @OccupyWallStNYC: Howard Zinn and James Baldwin in Selma. #blacklivesmatter http://t.co/w4GpWnFPqA,original,2015-01-05 02:20:54+00:00
other,History RT @OccupyWallStNYC: Howard Zinn and James Baldwin in Selma. #blacklivesmatter http://t.co/8snLfm6pNx,original,2015-01-02 06:30:28+00:00
other,RT @CordieMendoza @OccupyWallStNYC: Howard Zinn and James Baldwin in Selma. #blacklivesmatter http://t.co/Smy8zwsR8H,original,2015-01-06 06:48:37+00:00
other,RT @OccupyWallStNYC: Howard Zinn and James Baldwin in Selma. #blacklivesmatter http://t.co/KcNturOBx6,original,2015-01-04 20:26:42+00:00
other,Howard Zinn and James Baldwin in Selma. #blacklivesmatter http://t.co/54lFPfkSUv,original,2015-01-02 06:18:17+00:00
other,This is America #ferguson #jamesbaldwin #blacklivesmatter #afrikan http://t.co/vFsVrctbev,original,2014-12-01 12:23:40+00:00
other,"#JamesBaldwin #ElMaestro  ""#WalterScott is the 300th person to be killed by police this year"" https://t.co/NBmP8Q0go2",original,2015-04-09 03:04:19+00:00
other,#rp James Baldwin #policebrutality #BlackLivesMatter https://t.co/ia1y3ukBJZ,original,2015-04-28 04:50:49+00:00
other,The previous words of James Baldwin still echo the pain that's etched so deeply in our skin https://t.co/VvB8wh9P8a #BlackLivesMatter,original,2014-11-25 03:50:03+00:00
other,Last night & into early morning... #STL #JamesBaldwin #moralmonday #BlackLivesMatter #FergusonOctober http://t.co/yMPc8TiYLS,original,2014-10-13 21:04:44+00:00
other,-James Baldwin 1968 #baltimoreuprising #blacklivesmatter https://t.co/xyVQdOLUI8,original,2015-04-29 22:22:24+00:00
other,"James Baldwin: http://t.co/cyrcDpmWOS #BlackLivesMatter If time has passed, its only few words that really changed.",original,2014-12-05 16:01:31+00:00
other,"[VIDEO] #JamesBaldwin:  Love, rage, and hope http://t.co/SqXZwwR1Sl via @colorlines #BlackLivesMatter",original,2015-02-07 01:15:22+00:00
other,A few important seconds of James Baldwin. #Ferguson https://t.co/kjfENYULZk,original,2014-08-21 23:53:40+00:00
other,"""DEGENERATE"" on Vimeo http://t.co/HkkF0gH6Fi #Vimeo #art #martyrsauce #seattle #pioneersquare #jamesbaldwin #mikebrown #travonmartin",original,2014-10-24 02:40:42+00:00
other,Dad on 1966 race riot in Hunters Point area of SF. #Ferguson #SamJordan From Wikipedia: James Baldwin documented... http://t.co/Z22KfHia5n,original,2014-11-25 18:24:24+00:00
other,A favorite #Ferguson RT @SandyDarity: Fantastic video of James Baldwin and Dick Gregory in London in 1960s https://t.co/ovFfXRKLPO,original,2014-08-16 23:58:59+00:00
other,"""this fight begins in the heart"": the power of history and art. ""reading james baldwin while #ferguson seethes"" http://t.co/R30WhHBmp8",original,2014-08-20 18:24:27+00:00
other,This Fight Begins In The Heart': Reading James Baldwin As #Ferguson Seethes - http://t.co/PxD7RsjL7P,original,2014-08-26 19:30:27+00:00
other,This Fight Begins In The Heart': Reading James Baldwin As #Ferguson Seethes http://t.co/b3rnJigVBi #FergusonShooting #FergusonRiot #racism,original,2014-08-21 14:33:02+00:00
other,"James Baldwin, @LailaLalami, and @nprbooks on #Ferguson. A gift. http://t.co/gw28oRny4q",original,2014-08-22 14:10:34+00:00
other,This Fight Begins In The Heart': Reading #JamesBaldwin As #Ferguson Seethes http://t.co/I8foLJPWPk #RaceinUS #Racism,original,2014-08-19 21:53:22+00:00
other,Via @nprbooks: 'This Fight Begins In The Heart': Reading James Baldwin As Ferguson Seethes http://t.co/tG4LoL7l1l #mikebrown,original,2014-08-20 04:20:24+00:00
other,basic race problems havent changed @npr This Fight Begins In The Heart: Reading #JamesBaldwin As #Ferguson Seethes http://t.co/tnSdcf9aSz,original,2014-08-20 04:39:10+00:00
other,Via @nprbooks: 'This Fight Begins In The Heart': Reading James Baldwin As Ferguson Seethes http://t.co/cbqP9B0qhA #blacklivesmatter,original,2014-08-20 14:46:48+00:00
other,@nprbooks: 'This Fight Begins In The Heart': Reading James Baldwin As #Ferguson Seethes http://t.co/tIW1qvV6ex,original,2014-08-20 13:42:16+00:00
other,@LailaLalami on @npratc reading #JamesBaldwin as #Ferguson seethes: http://t.co/nPsK3bsds4,original,2014-08-20 16:47:24+00:00
other,Understanding #Ferguson through the lens of James Baldwin: http://t.co/dfzGYBahhG @NPR @npratc http://t.co/nWZ8KdbeUX,original,2014-08-20 14:55:02+00:00
other,Via @nprbooks: 'This Fight Begins In The Heart' Reading James Baldwin As #Ferguson Seethes http://t.co/yd65YOmyd5,original,2014-12-02 13:22:24+00:00
other,"""'This Fight Begins In The Heart': Reading James Baldwin As #Ferguson Seethes"" http://t.co/5qIWumMWAQ #RockThoseReads #JamesBaldwin #Harlem",original,2014-08-20 01:43:00+00:00
other,This Fight Begins In The Heart Reading #JamesBaldwin As #Ferguson Seethes http://t.co/wf1NeSnskK #pocbf #blackfreethinkers #blacklivesmatter,original,2014-09-04 20:50:38+00:00
other,This Fight Begins In The Heart': Reading James Baldwin As Ferguson Seethes http://t.co/qbGx2h0kW4 #Ferguson #FergusonSyllabus,original,2014-08-20 03:11:37+00:00
other,The enduring value of #NotesOfANativeSon: @LailaLalami recommends “Reading James Baldwin as #Ferguson Seethes”  http://t.co/dfzGYBrkjG @NPR,original,2014-08-29 19:37:00+00:00
other,"A must read,  thankyou @tejucole #jamesbaldwin #ferguson  http://t.co/UGvexNicCl",original,2014-08-21 14:50:10+00:00
other,Teju Cole | Rereading James Baldwin's Stranger in the Village - http://t.co/SPMMVugcQJ. #Longreads #Ferguson,original,2014-08-27 06:17:00+00:00
other,Black Body: Rereading James Baldwin’s “Stranger in the Village” - The New Yorker http://t.co/ywEjvpq8zf #ferguson,original,2014-08-20 23:11:16+00:00
other,Black Body: Rereading James Baldwin’s “Stranger in the Village” http://t.co/zJGPsckGPN #ferguson #baldwin #strangerInTheVillage #racism,original,2014-08-19 23:20:14+00:00
other,"@tejucole ""There is a vivid performance of innocence, but there’s no actual innocence left.""#Ferguson #JamesBaldwin http://t.co/rXLKDwBVTQ",original,2014-08-20 10:09:12+00:00
other,"New Yorker article by @tejucole would be great for #FergusonSyllabus. Links James Baldwin, #Ferguson, & black body: http://t.co/xiVJy4I3ef",original,2014-08-21 19:43:36+00:00
other,"After #Ferguson @tejucole rereads James Baldwin & rediscovers the anger, eloquence & 'hard clarity' of his prose http://t.co/rz02ws97pH",original,2014-08-21 18:09:18+00:00
other,#Holyoke Community College showing James Baldwin documentary twice for free. http://t.co/sNp8kwVO6m #blacklivesmatter,original,2015-02-20 14:16:45+00:00
other,SO feeling Mr. Baldwin right now. #Ferguson Who is the Nigger? -James Baldwin (clip) http://t.co/pEq8OMwsI3,original,2014-10-27 05:14:36+00:00
other,"#Documentary: Take this Hammer: #JamesBaldwin in #Oakland, 1963 | Blog#42 http://t.co/GFPxsYZpF8 #Racism #Ferguson #Jobs #BlackLivesMatter",original,2014-12-03 15:06:54+00:00
other,"#Documentary: Take this Hammer: #JamesBaldwin in Oakland, 1963 | Blog#42 http://t.co/GFPxsYZpF8 cc @CharlesMBlow #BlackLivesMatter",original,2014-12-03 22:38:18+00:00
other,"Watch: Take this Hammer a #documentary by #JamesBaldwin in #Oakland, 1963 http://t.co/GFPxsYZpF8 #oppression #BlackLivesMatter",original,2014-12-04 20:04:53+00:00
other,"Take this Hammer: James Baldwin in Oakland, 1963 | Blog#42  http://t.co/GFPxsYZpF8 #BlackLivesMatter",original,2014-12-09 17:17:47+00:00
other,"#Documentary:Take this Hammer: #JamesBaldwin in #Oakland, 1963 | Blog#42 http://t.co/GFPxsYZpF8 #BlackLivesMatter",original,2014-12-26 16:14:35+00:00
other,#Video: Take this Hammer: #JamesBaldwin in #Oakland 1963 | Blog#42 http://t.co/GFPxsYZpF8 http://t.co/cufT44MQbr #BlackLivesMatter #Ferguson,original,2014-12-01 13:03:10+00:00
other,James Baldwin meets with members of the local AA community in San Francisco in 1963. https://t.co/H5TDbeRCCY  #BlackLivesMatter,original,2015-04-10 16:28:55+00:00
other,James Baldwin doc about SF. Incisive commentary. #icantbreathe #ferguson #oakland #frisco #sanfrancisco  http://t.co/RSdMzepuOe,original,2014-12-20 19:36:10+00:00
other,"#Watch: Take this Hammer: #JamesBaldwin #documentary in Oakland, 1963 | Blog#42 http://t.co/GFPxsYZpF8 #BlackLivesMatter",original,2014-12-04 04:02:08+00:00
other,James Baldwin in #SanFrancisco #BlackLivesmatter #alivewhileblack http://t.co/XK3LGsBtR4,original,2014-12-22 03:51:35+00:00
other,James Baldwin reads the comments....and responds. Who is the Nigger? #JamesBaldwin #blacklivesmatter #freddiegray https://t.co/VMIjKUcdUe,original,2015-04-29 03:35:11+00:00
other,"#Documentary: Take this Hammer: #JamesBaldwin in #Oakland, 1963 | Blog#42  http://t.co/GFPxsYZpF8 http://t.co/cufT44MQbr  #BlackLivesMatter",original,2014-12-02 02:50:11+00:00
other,#Ferguson #MikeBrown #CivilRights - Who is the Nigger? -James Baldwin (clip): http://t.co/IETwAzwSvU,original,2014-11-18 16:28:01+00:00
other,"For James Baldwin, rage does not mean the absence of #hope http://t.co/DYGL9HV2b7 #BlackLivesMatter #love cc: @TazzyStar @BeaconPressBks",original,2014-12-05 23:04:02+00:00
other,More James Baldwin for your refreshment. #Ferguson https://t.co/dHTjuiqoZX,original,2014-08-22 00:18:04+00:00
other,#JamesBaldwin:What's Important (in 12 seconds!) https://t.co/iP9TNDkjQk via @YouTube #BlackLivesMatter,original,2015-05-04 20:54:43+00:00
other,□ □ □  RT @COBYKOEHL James Baldwin on What's Important  http://t.co/49xM7mTLs6   #BlackLivesMatter   @ddirty531   #blackish #latism #foxnews,original,2014-10-05 09:55:04+00:00
other,The Price of the Ticket - James Baldwin #FreddieGray  #BlackLivesMatter  https://t.co/5OQglUJnBf,original,2015-04-28 06:00:52+00:00
other,James Baldwin: the Price of the Ticket: http://t.co/2Jq5ilR54A via @YouTube AfricanAmericanHistory   #BlackLivesMatter #BlackHistoryMonth,original,2015-01-30 21:24:56+00:00
other,Revisting JamesBaldwin's ThePriceOftheTicket; memoriam ➡ #TonyRobinson #TamirRice #MichaelBrown #EricGarner et al https://t.co/EZ5k1Ac0oz,original,2015-03-07 14:15:56+00:00
other,Man oh man! A must read in this movement http://t.co/E1Ad1RxHhC #blacklivesmatter #blackwomenmatter #icantbreathe #audrelorde #jamesbaldwin,original,2014-12-25 05:39:37+00:00
other,"Thanks, @EsquireMag. James Baldwin Tells Us All How to Cool It This Summer http://t.co/fD3taJSVRz #Ferguson",original,2014-11-25 20:50:01+00:00
other,__ james baldwin on #ferguson   http://t.co/wWQNqyie8N http://t.co/PF6sDA0Ry3,original,2014-08-18 15:11:46+00:00
